labels,data
0,asphalt 6 platform windows phone
1,create app video filter advanced setting include different simulate noise film stock lense
0,
1,good backup link contact
0,reset phone new phone linking
0,save link live
0,come android world like google map integration turn turn navigation
0,address open google map direction launch navigation screen
0,pick address map turn turn voice direction work like charm
1,like wp7 love similar fuctionality availlable wp7
1,music+videos app selection box category like use select multiple message e mail app easy create playlist play select song artist album genre video
1,request able customization capability
0,like window 6.5
0,wp 7.5 os great
0,lack capability increase volume device costomize live tile backround
0,thing people want device
1,ms advenced config
0,app allow live tile backround volume
1,let creat device
0,happy
0,ms beat plat form
1,nice mirror phone screen tv xbox 360 like ios ipad apple tv
0,notice window phone touch sensitive button vibrate
0,focus flash change
0,dell venue pro button vibrate
1,windows phone touch sensitive button vibrate
0,return app use multitasking
0,ability create multiple custom start view pin tile similar android ios
0,example screen work personal entertainment
0,access view icon app list arrow
0,applicationbar button menuitem text text click command commandparameter
0,feature miss android
0,city easy
0,tell map want tell bus
0,know bus schedule tell need bus stop
0,pc___web____________________________marketplace pc___________________________________________ja jp ms
